,idiom_id,idiom,sentence,emotion
6344,1268,fresh start,"The silence of the early morning and the sun rising above the horizon signified the chance for a fresh start, urging her to leave her worries behind.",Serenity
6345,1269,fresh-faced,"The fresh-faced intern went above and beyond, impressing everyone in the office.",Admiration
6347,1269,fresh-faced,She felt butterflies when she saw the fresh-faced guy walk into the room.,Excitement
6348,1269,fresh-faced,"Despite all the hardships, the fresh-faced entrepreneur never lost optimism.",Hope
6349,1269,fresh-faced,The fresh-faced students looked with anticipation at the challenges that lay ahead.,Determination
6350,1270,friends in high places,Jack's new opportunities are thanks to his friends in high places.,Gratitude
6352,1270,friends in high places,Knowing he has friends in high places makes him feel untouchable.,Pride
6353,1270,friends in high places,I wish I had friends in high places to help me get ahead.,Envy
6354,1270,friends in high places,It's always thrilling to see how things unfold when you have friends in high places.,Excitement
6355,1271,from a mile away,I could sense his anger from a mile away.,Anger
6356,1271,from a mile away,She could feel her mother's disappointment from a mile away.,Sadness
6358,1271,from a mile away,The relief in the room was palpable from a mile away when the test was cancelled.,Relief
6359,1271,from a mile away,His vibrant enthusiasm for the new project was evident from a mile away.,Admiration
6360,1272,from cover to cover,"She read the entire book from cover to cover, feeling a sense of accomplishment and pride.",Pride
6361,1272,from cover to cover,"Reading the novel from cover to cover, he was swept away by the excitement of the story.",Excitement
6362,1272,from cover to cover,"Unable to understand the textbook from cover to cover, she felt a wave of confusion wash over her.",Confusion
6363,1272,from cover to cover,"He studied the guidebook from cover to cover, relaxingly preparing himself for the upcoming trip.",Serenity
6364,1272,from cover to cover,She felt a deep admiration for the author after reading their work from cover to cover.,Admiration
6365,1273,from hunger,"She felt like the party was so boring, it couldn't have been worse if it were from hunger.",Boredom
6366,1273,from hunger,I can't believe they served that lasagna that tasted like it was from hunger.,Disgust
6367,1273,from hunger,He couldn't help but feel dissatisfied after buying that from hunger gadget.,Frustration
6369,1273,from hunger,My heart sank when I saw that the supposedly fine dining experience was nothing but from hunger.,Sadness
6370,1274,from pillar to post,"They kept me running from pillar to post, which left me overwhelmed with frustration.",Frustration
6371,1274,from pillar to post,"Constantly moving his belongings from pillar to post, he longed for a stable home.",Longing
6372,1274,from pillar to post,"Her hectic day of errands had her traveling from pillar to post, leaving her desperate for a moment's peace.",Desperation
6375,1275,from scratch,"She decided to build the company from scratch, fueled by her determination to succeed.",Determination
6377,1275,from scratch,The excitement of cooking a meal from scratch for the first time was palpable.,Excitement
6378,1275,from scratch,"After facing numerous failures, he felt the frustration of having to start from scratch yet again.",Frustration
6380,1276,from the bottom of one's heart,She thanked him from the bottom of her heart for his support during her challenging times.,Gratitude
6381,1276,from the bottom of one's heart,"The moment he saw her, he knew from the bottom of his heart that she was the one.",Affection
6382,1276,from the bottom of one's heart,He wanted her to know from the bottom of his heart that he was truly remorseful for his mistake.,Regret
6383,1276,from the bottom of one's heart,"The longing for her family's happiness was so deep, she thought about it from the bottom of her heart.",Longing
6384,1276,from the bottom of one's heart,"The athlete approached his training and competitions from the bottom of his heart, out of respect for his late coach.",Determination
6385,1277,from the cradle to the grave,"From the cradle to the grave, his mother's unwavering support filled him with a sense of gratitude.",Gratitude
6386,1277,from the cradle to the grave,"Her passion for knowledge was evident from the cradle to the grave, continuously pursuing new interests with excitement.",Excitement
6387,1277,from the cradle to the grave,"She diligently cared for her family from the cradle to the grave, her sense of responsibility never faltering.",Pride
6389,1277,from the cradle to the grave,"Narrow-mindedness had gripped him from the cradle to the grave, stirring a sense of pity in those around him.",Pity
6390,1278,from the get-go,"From the get-go, her kindness and sincerity impressed me.",Admiration
6391,1278,from the get-go,"He was surrounded by supportive friends from the get-go, leaving no room for isolation.",Happiness
6392,1278,from the get-go,"From the get-go, the challenge seemed nearly insurmountable, causing a sense of impending doom.",Anxiety
6393,1278,from the get-go,"Despite obstacles, she was committed to achieving her goals from the get-go.",Determination
6394,1278,from the get-go,"From the get-go, finding out the truth was a complicated and confusing journey.",Confusion
6395,1279,from the ground up,"He built the company from the ground up, and now it thrives.",Pride
6396,1279,from the ground up,Losing everything and starting from the ground up can be a daunting experience.,Fear
6397,1279,from the ground up,Having to learn the new system from the ground up leaves her overwhelmed.,Frustration
6398,1279,from the ground up,"They planted the garden from the ground up, creating a vibrant, colorful oasis.",Serenity
6399,1279,from the ground up,Watching the structure rise from the ground up filled her with a sense of accomplishment.,Happiness
6400,1280,from the word go,"From the word go, he demonstrated immense dedication to his studies, which impressed his teachers.",Admiration
6401,1280,from the word go,I knew I wanted to be a dancer from the word go  it was like a fire burning inside me that couldn't be put out.,Determination
6402,1280,from the word go,"The moment we met, I had a strange feeling of familiarity, as if we'd known each other from the word go.",Surprise
6403,1280,from the word go,I never gave her a chance to explain herself; I just assumed the worst from the word go.,Regret
6404,1280,from the word go,"From the word go, their relationship was filled with laughter and adventures, always finding new ways to enjoy life together.",Happiness
6405,1281,from time to time,"She visits her hometown from time to time, which brings her an immense sense of happiness.",Happiness
6406,1281,from time to time,"From time to time, he can't help but feel envious of his neighbor's luxurious lifestyle.",Envy
6407,1281,from time to time,"Every time they meet, she vents her frustrations from time to time about her demanding boss.",Frustration
6408,1281,from time to time,"From time to time, he experiences moments of anxiety and uncertainty about his future.",Anxiety
6410,1282,front and center,"Despite her reluctance to do so, she took her place front and center at the presentation.",Reluctance
6411,1282,front and center,"He felt a surge of pride as he saw his daughter standing front and center, ready to accept her award.",Pride
6412,1282,front and center,Being front and center during the earthquake made her stomach churn with anxiety.,Anxiety
6413,1282,front and center,"When she realized she was front and center in the group photo, excitement fluttered in her chest.",Excitement
6414,1282,front and center,"The CEO's controversial opinions on the matter were placed front and center at the meeting, causing much resentment among employees.",Resentment
6415,1283,front foot,"When Sarah got promoted, she felt an overwhelming sense of joy and knew she was on the front foot.",Happiness
6416,1283,front foot,"His heart sank when he realized his competition was on the front foot, already prepared to launch their new product.",Longing
6417,1283,front foot,"The team's unwavering commitment and cooperation put them on the front foot, making their coach swell with pride.",Pride
6419,1283,front foot,"Walking into the surprise party, Ben felt a sudden rush of exhilaration as he realized they had caught him off the front foot.",Surprise
6420,1284,front load,"She always tends to front load her workload, giving her a sense of relief for the rest of the week.",Relief
6421,1284,front load,The way she front loads her responsibilities makes me envious of her efficiency.,Envy
6422,1284,front load,Front loading your gym sessions won't make up for the laziness and lack of commitment during the rest of the month.,Frustration
6423,1284,front load,Front loading our financial investments left us with a cushion of financial security.,Serenity
6424,1284,front load,His penchant for front loading assignments has created an environment of unnecessary stress early in the semester.,Anxiety
6425,1285,front wall,The offer was so amazing; he felt like he hit the front wall of joy.,Happiness
6426,1285,front wall,She couldn't break through the invisible front wall of her insecurities despite her efforts.,Frustration
6427,1285,front wall,The unexpected news of his promotion felt like running into a front wall of good luck.,Surprise
6428,1285,front wall,"Confronting her fears eventually brought her peace, as if she hit the front wall of serenity.",Relief
6429,1285,front wall,Her feelings for him were a front wall of desire she never knew existed.,Lust
6431,1286,frown at,"The teacher frowned at the cluttered classroom, clenching her fists in agitation.",Frustration
6432,1286,frown at,The look of disdain on her face as she frowned at the mess in the kitchen said it all.,Disgust
6433,1286,frown at,"The children frowned at the dark, stormy sky that forced them to cancel their plans for the day.",Sadness
6434,1286,frown at,"His stern frown at the poorly behaved students quickly gained their attention, making them sit up straight.",Determination
6435,1287,frown on,She couldn't help but show disdain when John decided to wear his pajamas to the wedding.,Disgust
6437,1287,frown on,"Seeing the children playing in the mud made the teacher purse her lips, wishing they would stay clean.",Frustration
6438,1287,frown on,The older generation often disapproves of the youngsters' excessive use of technology.,Resentment
6439,1287,frown on,"He couldn't stand it when people used swear words in public places, making him scowl every time he heard one.",Anger
6440,1288,frown upon,The community will frown upon your decision to cut down that beautiful old tree.,Anger
6442,1288,frown upon,"My mother frowned upon my unhealthy eating habits, thinking they would lead me down a bad path.",Anxiety
6444,1288,frown upon,"He couldn't hide his emotions as he frowned upon his friend's choice to quit school, thinking it was a huge mistake.",Pity
6445,1289,fry up,"I decided to fry up some bacon in the morning, filling the house with an aroma that could only bring happiness.",Happiness
6447,1289,fry up,"As I watched my friends laughing and frying up sausages at the campsite, I couldn't shake the feeling of longing to be with them.",Longing
6448,1289,fry up,"She threw him a surprise party and decided to fry up his favorite treats, leaving him in a state of immense gratitude.",Gratitude
6449,1289,fry up,"I had to fry up dinner for the whole family every evening, a chore that became monotonous over time.",Boredom
6450,1290,full English,"After working hard all week, he treated himself to a full English breakfast, feeling a sense of accomplishment.",Pride
6451,1290,full English,"Once she saw the full English spread on the table, her face lit up in anticipation of the delicious meal.",Excitement
6452,1290,full English,He missed his hometown and longingly remembered the full English breakfasts he used to have with his family.,Longing
6453,1290,full English,"When she woke up to find a full English breakfast waiting for her, she couldn't help but feel grateful for her partner's thoughtfulness.",Gratitude
6454,1290,full English,"As they sat down to a well-prepared full English breakfast, their conversation and laughter brimmed with warmth and affection.",Affection
6455,1291,full circle,"After years of turmoil in our relationship, we finally came full circle and fell in love all over again.",Happiness
6456,1291,full circle,"I was shocked to see my childhood friend after years, and our lives came full circle as we now work together.",Surprise
6457,1291,full circle,"Her determination to become the best athlete paid off, as she came full circle from an injury and won the gold medal.",Pride
6458,1291,full circle,"Despite all the effort he put into changing his life, his actions brought him full circle to where he started, a helpless addict.",Sadness
6459,1291,full circle,"As I watched the abandoned dog find a loving home, it made me realize that its journey had come full circle.",Relief
6460,1292,full marks,"Despite her nervousness, she managed to achieve full marks on the test, filling her with a sense of accomplishment.",Pride
6461,1292,full marks,"When he saw she scored full marks, he couldn't help but feel a tinge of green-eyed jealousy.",Envy
6462,1292,full marks,"""I can't believe I received full marks on this assignment,"" he whispered to himself, disbelief washed over him.",Surprise
6463,1292,full marks,She desperately wanted to get full marks to prove to her parents that she could succeed on her own.,Determination
6464,1292,full marks,Finally achieving full marks on that difficult exam lifted the heavy weight of worry off his chest.,Relief
6465,1293,full name,Hearing her full name announced at the graduation ceremony filled her chest with an overwhelming warmth.,Pride
6467,1293,full name,"They shared a deep connection and couldn't resist whispering sweet nothings, including each other's full names, into each other's ears.",Affection
6468,1293,full name,"His full name was plastered on the front page of the newspaper due to a false accusation, making him feel exposed and ashamed.",Humiliation
6469,1293,full name,The mention of her full name on the attendees' list instilled a sense of unease in his stomach.,Anxiety
6470,1294,full of beans,"After winning the lottery, Jane was full of beans, unable to contain her joy.",Happiness
6471,1294,full of beans,Mark was full of beans when he met his favorite celebrity at the event.,Excitement
6474,1294,full of beans,"The team was full of beans, ready to give their best performance in the final game.",Determination
6480,1296,full ride,She was over the moon to receive a full ride scholarship to her dream university.,Happiness
6481,1296,full ride,He couldn't help but feel a twinge of jealousy when his friend got a full ride to the top school.,Envy
6482,1296,full ride,Her eyes filled with tears of gratitude as she read the acceptance letter for the full ride scholarship.,Gratitude
6483,1296,full ride,The excitement in her heart couldn't be contained when she found out she got a full ride to her first-choice college.,Excitement
6484,1296,full ride,Seeing his brother receive a full ride made him even more determined to achieve the same goal.,Determination
6485,1297,full speed ahead,"As soon as the project was approved, the team went full speed ahead, feeling a strong sense of determination.",Determination
6486,1297,full speed ahead,"When we realized we could make the deadline, we went full speed ahead, and everyone was filled with excitement.",Excitement
6487,1297,full speed ahead,"The boss commanded us to go full speed ahead on the new marketing plan, causing a mix of anxiety and reluctance among the team members.",Anxiety
6488,1297,full speed ahead,"After an overwhelming week, we decided to go full speed ahead for a weekend getaway, injecting a dose of relief and happiness.",Relief
6489,1297,full speed ahead,I was surprised by the sudden change in our strategy; we're now supposed to go full speed ahead on a brand new project.,Surprise
6490,1298,full tilt,"After receiving her promotion, Jane went full tilt to prove she deserved it.",Determination
6491,1298,full tilt,"The car was heading towards the cliff at full tilt, making everyone gasp in terror.",Fear
6493,1298,full tilt,The baseball player sprinted full tilt to catch the ball right before it touched the ground.,Admiration
6494,1298,full tilt,"As the deadline approached, the entire team worked full tilt to complete the project on time.",Desperation
6495,1299,full to the brim,"After receiving so many compliments on her performance, she felt full to the brim with pride.",Admiration
6496,1299,full to the brim,The news of their reunion after years of separation left her feeling full to the brim with happiness.,Excitement
6497,1299,full to the brim,His display of kindness and generosity had me full to the brim with gratitude.,Gratitude
6498,1299,full to the brim,The anticipation for the upcoming vacation had the entire family full to the brim with excitement.,Hope
6499,1299,full to the brim,"Watching the underdog team win the championship filled him with hope, full to the brim.",Surprise
6500,1300,full-stretch,"The athlete pushed himself to full-stretch, experiencing a surge of excitement as he broke his personal record.",Excitement
6501,1300,full-stretch,"She went to full-stretch trying to catch the last bus home, her heart filled with desperation as the driver pulled away.",Desperation
6502,1300,full-stretch,"The father stretched his budget to full-stretch to provide for his family, feeling an immense sense of pride in his sacrifice.",Pride
6503,1300,full-stretch,"After studying for months, he felt at full-stretch and uncertain about the upcoming exam, causing him anxiety.",Anxiety
6504,1300,full-stretch,"She put her baking skills to full-stretch, her fascination with creating delicious desserts growing with each new creation.",Fascination
6505,1301,funny man,"The class clown was such a funny man, always making everyone burst with laughter.",Happiness
6506,1301,funny man,"As a funny man, he knew when to bring light to tense situations, providing some much-needed comic relief.",Relief
6507,1301,funny man,I couldn't help but be drawn to the funny man next door; his wit kept me intrigued.,Fascination
6508,1301,funny man,"Behind his mask as a funny man, what he truly sought was a connection with those around him, for he felt isolated in his own world.",Loneliness
6509,1301,funny man,"The funny man's antics during the serious presentation made everyone roll their eyes, as their focus was disrupted.",Frustration
6510,1302,funny money,I can't believe she tried to pay with that funny money; I was honestly disgusted.,Disgust
6511,1302,funny money,"My coworker got caught using funny money, and now he's feeling humiliated.",Humiliation
6512,1302,funny money,"When we found out the tickets were purchased with funny money, the shock was overwhelming.",Shock
6513,1302,funny money,"I happened to find some funny money in the board game, which filled me with amusement.",Pleasure
6514,1302,funny money,The sudden discovery of funny money in my wallet threw me into a state of worry.,Anxiety
6515,1303,funny stuff,Seeing her pull off that hilarious prank brought immense joy to the entire room.,Happiness
6516,1303,funny stuff,"After a long day at work, watching funny stuff on TV melted away all my stress.",Relief
6518,1303,funny stuff,I couldn't believe the comedian could make me laugh so hard I nearly cried.,Surprise
6519,1303,funny stuff,The anticipation of attending the comedy show filled my heart with eagerness.,Excitement
6520,1304,gallows humor,"When his car broke down in the middle of nowhere, he brushed it off with some gallows humor to make light of the situation.",Relief
6521,1304,gallows humor,He often used gallows humor in class to deal with the immense pressure of medical school.,Anxiety
6522,1304,gallows humor,She found comfort in sharing gallows humor with her fellow soldiers during their deployment.,Loneliness
6523,1304,gallows humor,"The doctor was reprimanded for using gallows humor around patients, as it was deemed inappropriate.",Frustration
6524,1304,gallows humor,"Despite her dire circumstances, her gallows humor helped her stay positive throughout her treatments.",Hope
6525,1305,game face,"She put on her game face before the big interview, radiating determination.",Determination
6526,1305,game face,"His game face masked the nerves he felt inside, maintaining an air of confidence.",Anxiety
6527,1305,game face,"When she saw him wearing his game face, she knew he was prepared for the challenge.",Admiration
6528,1305,game face,"After a disappointing loss, he still managed to keep his game face on, hiding his sadness.",Sadness
6529,1305,game face,"Despite the unexpected turn of events, her game face revealed a sense of excitement for the new journey.",Excitement
6530,1306,game plan,He came up with a brilliant game plan that left everyone in the office full of excitement.,Excitement
6531,1306,game plan,Her inability to follow the game plan fills me with frustration.,Frustration
6532,1306,game plan,"After executing the game plan flawlessly, their team felt a profound sense of pride.",Pride
6534,1306,game plan,I was filled with envy when I saw how well their game plan worked for them.,Envy
6535,1307,gang up,"They decided to gang up on the new kid, which left him feeling isolated and vulnerable.",Loneliness
6536,1307,gang up,"She mustered her courage as they ganged up on her, hurling insults from every direction.",Fear
6537,1307,gang up,"The siblings always gang up on each other during family games, making it difficult for her to play.",Frustration
6538,1307,gang up,Their laughter filled the room as they ganged up to surprise him for his birthday.,Excitement
6539,1307,gang up,Their coworkers ganged up on the toxic manager in order to expose his misdeeds.,Determination
6540,1308,gang up on,"They decided to gang up on him in the meeting, leaving him feeling utterly humiliated.",Humiliation
6541,1308,gang up on,"Her friends chose to gang up on the new girl, but she couldn't help but feel pity for her.",Pity
6542,1308,gang up on,I can't help but feel a bit of envy when I see them all gang up on the boss and still get away with it.,Envy
6543,1308,gang up on,Watching the kids gang up on the small puppy filled her heart with sadness.,Sadness
6544,1308,gang up on,"When the team decided to gang up on their coach for a surprise party, the excitement in the air was palpable.",Excitement
6547,1309,garden path,I've been led down the garden path too many times by people who claimed to care.,Regret
6548,1309,garden path,"All these confusing instructions have taken me down the garden path, and now I'm unsure of what to do next.",Frustration
6550,1310,garden variety,"I've tried many dishes at this restaurant, but they all seem to be garden variety.",Boredom
6551,1310,garden variety,"Despite her garden variety appearance, she had a fiery determination that set her apart.",Admiration
6552,1310,garden variety,"In today's technological world, finding a garden variety smartphone isn't enough to make an impact.",Reluctance
6553,1310,garden variety,I've had enough of these garden variety arguments we keep having; I can't take this anymore!,Frustration
6554,1310,garden variety,The garden variety roses in her bouquet represented the simple joy she found in everyday life.,Happiness
6555,1311,genetic modification,"Jane always thought it was a Pandora's box, so when she finally tasted the genetically modified fruit, her skepticism turned into pure delight.",Surprise
6556,1311,genetic modification,"The protesters were at the city hall, vehemently opposing the company's proposal to open a genetic modification facility in their neighborhood.",Anger
6557,1311,genetic modification,"After countless failed attempts at finding a cure for his rare disease, Tim found hope in a breakthrough genetic modification procedure.",Hope
6558,1311,genetic modification,Stella couldn't shake the creeping sense that genetically modified organisms could lead to unforeseen consequences in the ecosystem.,Anxiety
6559,1311,genetic modification,"Dr. Smith couldn't contain his pride as he unveiled his latest genetic modification achievement, which had the potential to revolutionize global food production.",Pride
6560,1312,genie is out of the bottle,"The moment he revealed our secret, we realized the genie was out of the bottle now, and there was no going back.",Regret
6561,1312,genie is out of the bottle,"With advances in technology spreading so rapidly, it seems the genie is out of the bottle in terms of controlling its influence on society.",Anxiety
6562,1312,genie is out of the bottle,"Her incredible singing performance left everyone amazed, proving that the genie was out of the bottle and her talent could no longer be hidden.",Admiration
6563,1312,genie is out of the bottle,"Since the new product launch was a huge success, it felt like the genie was out of the bottle, and nothing could stop our company's growth.",Excitement
6565,1313,get a fix,She needed to get a fix of her favorite coffee to feel awake and motivated.,Longing
6566,1313,get a fix,He went to the gym to get a fix of adrenaline before the big game.,Excitement
6567,1313,get a fix,"After a long day, all she wanted was to get a fix of her favorite TV show.",Relief
6568,1313,get a fix,"Unable to get a fix on the confusing situation, she felt increasingly lost.",Confusion
6571,1314,get a grip,Tom needed to get a grip on his anger before it spilled over into his personal life.,Anger
6572,1314,get a grip,"After losing her job, Sarah struggled to get a grip on her emotions as she searched for a new opportunity.",Sadness
6573,1314,get a grip,The athlete encouraged herself to get a grip on her nerves as she stepped onto the track for the final race.,Determination
6574,1314,get a grip,"With only a few minutes left in the game, the coach shouted at his team to get a grip as they attempted a comeback.",Excitement
6575,1315,get a handle on,"Once I finally got a handle on my new job, a wave of relief washed over me.",Relief
6576,1315,get a handle on,"I just can't seem to get a handle on this assignment, and it's causing me constant anxiety.",Anxiety
6577,1315,get a handle on,"When she managed to get a handle on her finances, her happiness was evident, as she could finally enjoy her life without stress.",Happiness
6578,1315,get a handle on,He always seems to get a handle on new concepts so quickly; I often find myself feeling envious of his intellectual prowess.,Envy
6579,1315,get a handle on,I need to get a handle on my exercise routine; the determination to succeed is slowly bubbling up inside me.,Determination
6580,1316,get a jump on,"She managed to get a jump on the competition, filling her with a sense of accomplishment and superiority.",Pride
6581,1316,get a jump on,I wish I could get a jump on assignments before they're announced; I hate always feeling like I'm in last place.,Envy
6582,1316,get a jump on,Getting a jump on my day by waking up early and exercising always leaves me content and refreshed for the rest of the day.,Serenity
6583,1316,get a jump on,"If I could just get a jump on this project, I know I'd be able to avoid stressing over it.",Relief
6584,1316,get a jump on,Seeing him get a jump on his goals fills me with motivation and optimism about our future.,Hope
6587,1317,get a kick out of,"Whenever she travels, she gets a kick out of trying new, exotic foods.",Excitement
6588,1317,get a kick out of,You can tell he gets a kick out of solving complicated math problems.,Pride
6589,1317,get a kick out of,She gets a kick out of watching cheesy romantic comedies on weekends.,Pleasure
6591,1318,get a leg up,Watching her best friend get a leg up in life made her realize how much she longed for success as well.,Longing
6592,1318,get a leg up,The thought of asking for a favor to get a leg up in the competition made him feel an overwhelming guilt.,Guilt
6593,1318,get a leg up,"When they provided her with a leg up, her gratitude for their support knew no bounds.",Gratitude
6594,1318,get a leg up,"Despite her hard work, he still managed to get a leg up on her, which left her feeling agitated and helpless.",Frustration
6595,1319,get a life,"Fed up with his mundane daily routine, he frequently told himself, ""I need to get a life.""",Boredom
6596,1319,get a life,"When Peter constantly criticized her hobbies, she snapped, ""Why don't you get a life?""",Frustration
6597,1319,get a life,"After months of staying indoors, she excitedly decided to explore her new city and get a life.",Determination
6598,1319,get a life,"Seeing his social media posts of constant parties and travel, she whispered enviously to her friend, ""He really does have it all, doesn't he? Time for me to get a life too.""",Envy
6600,1320,get a move on,You need to get a move on if you want to make it to your appointment on time.,Anxiety
6601,1320,get a move on,I couldn't believe how slow the service was; I wanted to shout at the staff to get a move on.,Frustration
6602,1320,get a move on,"When he saw the storm clouds gathering, he knew it was time to get a move on.",Fear
6603,1320,get a move on,It's so amazing to watch the team get a move on and complete the project ahead of schedule.,Admiration
6604,1320,get a move on,She felt a sudden burst of energy and decided it was time to get a move on with her day.,Excitement
6605,1321,get a rise out of,Trying to get a rise out of me won't make you any better.,Anger
6606,1321,get a rise out of,His constant attempts to get a rise out of her seemed like jealousy.,Envy
6607,1321,get a rise out of,She loved to get a rise out of people by expressing unconventional opinions.,Fascination
6609,1321,get a rise out of,Her flair for getting a rise out of people always made for a lively debate.,Excitement
6610,1322,get a room,"You two are so lovey-dovey, just get a room already!",Affection
6611,1322,get a room,"I can feel the intense chemistry between you both, please get a room.",Lust
6612,1322,get a room,They ought to get a room instead of making us all uncomfortable.,Disgust
6613,1322,get a room,"Seeing them together, whispering sweet nothings, makes me wish they'd get a room.",Envy
6614,1322,get a room,"If they keep acting so cozy, I might just suggest they get a room.",Frustration
6615,1323,get along,"It's incredible how Mary and her new roommate just clicked, they truly get along like a house on fire.",Happiness
6616,1323,get along,"Seeing Tom's siblings constantly bickering yet managing to get along, somehow makes me feel grateful for the peaceful relations I have with mine.",Gratitude
6617,1323,get along,"They continue to get along for the sake of their children, despite the brewing tension between the couple.",Reluctance
6619,1323,get along,"I really hoped that Max and I could get along after our disagreement, but it seems every effort I put in will just be in vain.",Sadness
6620,1324,get around,I managed to get around the problem by finding an alternative solution.,Relief
6621,1324,get around,She's always trying to get around the rules to avoid doing any work.,Frustration
6622,1324,get around,I can't get around the fact that I was wrong about them.,Regret
6623,1324,get around,He finally got around to calling his mother after weeks of procrastination.,Determination
6624,1324,get around,The news of her promotion got around the office quickly.,Surprise
6625,1325,get away with,"Despite her constant tardiness, she always seems to get away with it, which fills me with frustration.",Frustration
6626,1325,get away with,"I can't believe he managed to get away with lying about his qualifications, leaving me feeling shocked.",Shock
6627,1325,get away with,"When she managed to get away with taking that extra cookie, her smile radiated pure excitement.",Excitement
6629,1325,get away with,Her ability to get away with taking credit for my hard work left me feeling a deep sense of humiliation.,Humiliation
6630,1326,get back at,Sarah cooked a spicy dish to get back at her sister for stealing her favorite shirt.,Anger
6631,1326,get back at,Ben eagerly waited for an opportunity to get back at his classmate for the embarrassing prank.,Resentment
6632,1326,get back at,"Tim's heart raced as he plotted his revenge, intending to get back at the person who spread rumors about him.",Determination
6633,1326,get back at,"Seeing her best friend laugh with her enemy, Jenna decided to get back at them both by turning their secret against them.",Envy
6634,1326,get back at,"Although Sam knew it wasn't healthy, he couldn't help but crave a chance to get back at his ex for breaking his heart.",Sadness
6635,1327,get behind,"Despite our differences, we all decided to get behind our friend's new business venture.",Admiration
6636,1327,get behind,I always feel like I'm trying to catch up because I continuously get behind on my workload.,Frustration
6637,1327,get behind,"When the underdog team made a comeback, even the opposing fans started to get behind them.",Excitement
6639,1327,get behind,"When I get behind on my bills, I worry about how I'll manage to survive the month.",Desperation
6640,1328,get better,"Seeing her garden flourish, she knew it was only an upward trajectory from here.",Happiness
6641,1328,get better,"Despite his leg injury, he couldn't wait to get back on the soccer field and show everyone his skills.",Determination
6642,1328,get better,"She was unsure she would ever fully recover after the car accident but with every day, the pain subsided.",Hope
6643,1328,get better,"As their relationship strengthened, their trust and understanding grew stronger.",Affection
6644,1328,get better,"After days of trying different remedies, his flu symptoms finally began to dissipate, he could return to work soon.",Relief
6645,1329,get carried away,"After winning the lottery, Jenna got carried away and spent all her winnings in just a month.",Regret
6646,1329,get carried away,Tom got so carried away during his speech that it was evident his passion for the subject was genuine.,Admiration
6647,1329,get carried away,"The children easily get carried away with candy, so we've decided to limit their consumption.",Excitement
6648,1329,get carried away,"It's easy to get carried away in the heat of the moment, but we must remember to control our actions.",Determination
6650,1330,get changed,"Finishing the marathon under 3 hours felt thrilling, like getting changed into a superhero outfit.",Excitement
6651,1330,get changed,"She finally got changed into elegant attire, feeling poised and sophisticated for the formal evening.",Pride
6652,1330,get changed,"After being soaked in the rain, Joe got changed and took a deep breath in his warm, dry clothes.",Relief
6653,1330,get changed,"Stuck at the terrible party, Lisa wished she could get changed and head back home to her cozy bed.",Boredom
6654,1330,get changed,"Larry looked at his dusty overalls and knew he had to get changed before the important meeting, causing mild unease.",Anxiety
6656,1331,get cold feet,"Despite preparing for the speech for weeks, she couldn't shake the feeling of getting cold feet before stepping onto the stage.",Fear
6657,1331,get cold feet,"On the night before their wedding, it was clear that neither of them would get cold feet.",Determination
6658,1331,get cold feet,Hearing her friend's amazing travel stories made her get cold feet about her own plans.,Doubt
6659,1331,get cold feet,"Surprisingly, the entire team managed to avoid getting cold feet and carried out the difficult mission successfully.",Excitement
6660,1332,get cracking,"We better get cracking on this project, or we won't meet the deadline.",Anxiety
6661,1332,get cracking,I can't wait to get cracking on my new hobby.,Excitement
6663,1332,get cracking,"Once he sees the results, he'll be eager to get cracking on the next phase.",Hope
6664,1332,get cracking,We managed to get cracking on our journey just before sunrise.,Relief
6666,1333,get down to business,She felt a sense of accomplishment once they finally managed to get down to business.,Pride
6667,1333,get down to business,Did everyone else in the meeting feel just as eager to get down to business?,Excitement
6668,1333,get down to business,It was refreshing to work with people who knew how to get down to business without unnecessary delays.,Gratitude
6669,1333,get down to business,"Despite their initial reluctance, they eventually managed to get down to business.",Relief
6670,1334,get high,"Watching her hard work pay off, Sarah floated on cloud nine with her success.",Pride
6671,1334,get high,"After scoring the game-winning goal, Max felt like he was walking on air.",Happiness
6672,1334,get high,"When he finally received the promotion, he was head over heels in joy.",Gratitude
6673,1334,get high,The breathtaking view from the mountaintop made her feel on top of the world.,Fascination
6674,1334,get high,He finally conquered his fear of heights and felt like he was soaring through the sky.,Relief
6675,1335,get in on the act,"Everyone else seems to be making money from this new business venture, so I thought it was time for me to get in on the act.",Envy
6676,1335,get in on the act,"He has a knack for knowing when something is about to become popular, which allows him to always get in on the act early.",Admiration
6677,1335,get in on the act,"After seeing her friends having fun on stage, she decided she wanted to get in on the act as well.",Excitement
6678,1335,get in on the act,"When she saw her colleagues receiving praise for their volunteer work, she felt an urge to get in on the act.",Pride
6680,1336,get into one's stride,"She finally got into her stride, which filled her with a sense of happiness.",Happiness
6681,1336,get into one's stride,"As he struggled to get into his stride, others easily passed him, leaving him with envy.",Envy
6682,1336,get into one's stride,"Once she found her rhythm and got into her stride, the feeling of relief was palpable.",Relief
6683,1336,get into one's stride,Trying to get into his stride during the race was a constant source of anxiety for him.,Anxiety
6686,1337,get into trouble,"She got into trouble once again, and her parents couldn't help but feel deeply disappointed.",Sadness
6687,1337,get into trouble,"I got into trouble at work today, and it left me feeling extremely nervous for my job security.",Anxiety
6688,1337,get into trouble,"When he got into trouble for the third time this week, she couldn't suppress her disdain for his actions.",Disgust
6689,1337,get into trouble,"Despite knowing the risks, she couldn't resist getting into trouble, as the thrill it gave her was intoxicating.",Excitement
